,Unnamed: 0,"Para começar, confirme sua autorização selecionando uma das opções abaixo:","Em relação a temas como Usabilidade, Experiência do Usuário (UX), Interação Humano-Computador, Design Centrado no Usuário e outros, você se considera",A UX é muito dinâmica - muda constantemente enquanto há interação com um produto. [Marque uma opção. ],A expectativa de uso de um produto pode resultar em experiências reais.  [Marque uma opção. ],"Aspectos efêmeros e estáveis do estado interno de uma pessoa (por exemplo: necessidades,  motivações)  afetam a experiência da pessoa com algo. [Marque uma opção. ]",A UX é melhor compreendida se analisada dentro da área de marketing. [Marque uma opção. ],UX ocorre e depende do contexto em que o artefato é experimentado.  [Marque uma opção. ],"UX não é sobre o desempenho do usuário (habilidade para entender e utilizar) em relação a um artefato, mas sobre a percepção pessoal dele sobre esse desempenho. [Marque uma opção. ]",Definitivamente existe a necessidade de uma definição padronizada para o termo UX. [Marque uma opção. ],A exposição prévia a um artefato molda uma posterior experiência do usuário  [Marque uma opção. ],As pessoas nunca terão uma experiência (UX) comparável - toda e qualquer interação com um produto resulta em uma experiência única. [Marque uma opção. ],A UX deveria ser avaliada após a interação com o artefato. [Marque uma opção. ],"A UX está baseada em como uma pessoa percebe as características de um artefato, mas não nas características em si. [Marque uma opção. ]",Usabilidade é uma pré-condição necessária para a UX.  [Marque uma opção. ],"Nós não podemos projetar a UX, mas podemos projetar para a UX.  [Marque uma opção. ]","Medir a UX implica em determinar as vantagens, valores e significância de um artefato com relação às necessidades e objetivos de uma pessoa. [Marque uma opção. ]","A UX se refere a estados afetivos, isto é, qualquer combinação de valências emocionais (bom-ruim, prazeroso-desagradável) e estímulos psicológicos (calmo-agitado) [Marque uma opção. ]","A UX pode ser quantificada e, portanto, comparada entre artefatos similares (ou competitivos) [Marque uma opção. ]",A UX deveria ser medida enquanto se interage com um artefato. [Marque uma opção. ],Ao se projetar (para a) UX deve-se ter como alicerce o Design Centrado no Usuário  [Marque uma opção. ],"Apenas um indivíduo pode ter uma experiência. Uma experiência é algo pessoal. Algo que ocorre ""dentro"" da pessoa. [Marque uma opção. ]",UX é igual a apego emocional.  [Marque uma opção. ],UX não é algo novo. Já é contemplada por abordagens existentes (ex.: engenharia de usabilidade). [Marque uma opção. ],A UX deve ser abordada qualitativamente.  [Marque uma opção. ],A UX pode mudar mesmo depois que uma pessoa já parou de interagir com o produto. [Marque uma opção. ],"Dentre essas definições, qual você escolheria",Justificativa,"Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? ","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .1","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .2","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .3","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .4",Qual seu gênero? ,Qual é a sua faixa etária?,Em qual cidade você vive? ,Região ,Você é ,Role,Domain ,Sua formação principal foi na área de ,Educação ,Você já atuou ou atua profissionalmente com UX? ,"Complete a frase: ""Eu estou interessado(a) em entender o conceito de UX...""","Atualmente, quão importante é a UX para a sua vida profissional/acadêmica?"
10,10,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Indiferente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Indiferente,Concordo totalmente,"D5: Experiência do Usuário é a qualidade da experiência que uma pessoa tem quando interage com um design específico. Isso pode mudar de um artefato específico como um copo de brinquedo ou um website até experiências integradas maiores, como um museu ou um aeroporto. [UXNet.org]", .,,,,,,Masculino,Entre 25 e 31 anos,SP,Sudeste,Empresário,Profissional,Mercado ,Marketing e/ou negócios,Marketing e/ou negócios,"Sim, como estagiário., Sim, como contratado., Sim, como freelancer ou voluntário., Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para aumentar a venda de produtos"", ""... para deixar os usuários satisfeitos""",4.0
11,11,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Não entendi a frase.,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Indiferente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","A opção ""D2"" contempla uma maior variedade de requisitos que um designer precisa investigar para projetar uma boa experiência do usuário. ",,,,,,Masculino,Entre 32 e 39 anos.,Belo Horizonte,Sudeste,Empresário,Profissional,Mercado ,Design,Design,"Sim, como freelancer ou voluntário.","""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
12,12,"Confirmo que li, concordo com os termos e aceito participar.",Interessado em pelo menos um dos temas,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Indiferente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Indiferente,Discordo totalmente,Indiferente,Concordo totalmente,Concordo parcialmente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]",Me parece a mais adequada ,,,,,,Feminino,Entre 18 e 24 anos,recife ,Nordeste,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,artigo,"""... por motivos acadêmicos"", ""... para criar produtos melhores""",6.0
13,13,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo parcialmente,Concordo parcialmente,Não entendi a frase.,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","Entendi ela como mais abrangente, apesar de que, profissionalmente a ultima definição seja mais 'aplicável' no mercado. ",,,,,,Masculino,Entre 18 e 24 anos,São Paulo,Sudeste,Estudante,Estudante,Academia,Design,Design,Atuo como designer grafico mas trago metodologias e mindset do design centrado no usuario para a empresa onde trabalho e os projetos que desenvolvo,"""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
14,14,"Confirmo que li, concordo com os termos e aceito participar.",Regularmente interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Concordo totalmente,Não entendi a frase.,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]",ôxi... porque achei melhor,,,,,,Masculino,40 anos ou mais.,Fortaleza,Nordeste,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"""... por motivos acadêmicos""",4.0
15,15,"Confirmo que li, concordo com os termos e aceito participar.",Interessado em pelo menos um dos temas,Indiferente,Não entendi a frase.,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Indiferente,Não entendi a frase.,Indiferente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo totalmente,Indiferente,Concordo parcialmente,Indiferente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]",Tenho um conhecimento superficial sobre o assunto. Essa definição é a que eu costumo levar em consideração e é a que melhor expressa o que eu entendo pela definição.,,,,,,Masculino,Entre 18 e 24 anos,Fortaleza,Nordeste,Estudante,Estudante,Academia,Design,Design,Não.,"""... por motivos acadêmicos""",6.0
16,16,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Indiferente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Indiferente,Não entendi a frase.,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Indiferente,Indiferente,Indiferente,Concordo parcialmente,Indiferente,Discordo parcialmente,Indiferente,Indiferente,Concordo parcialmente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]",A definição que escolhi pra mim engloba o que acha que é ux,,,,,,Feminino,Entre 18 e 24 anos,Fortaleza,Nordeste,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para aumentar a venda de produtos"", ""... para deixar os usuários satisfeitos""",6.0
17,17,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Indiferente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Indiferente,Concordo parcialmente,Discordo totalmente,Indiferente,Concordo parcialmente,Concordo parcialmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Acho a definição mais completa, engloba todos os aspectos que influenciam a experiência do usuário com determinado objeto.",,,,,,Masculino,Entre 18 e 24 anos,Fortaleza,Nordeste,Estudante,Estudante,Academia,Design,Design,Não.,"""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",6.0
18,18,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,"D5: Experiência do Usuário é a qualidade da experiência que uma pessoa tem quando interage com um design específico. Isso pode mudar de um artefato específico como um copo de brinquedo ou um website até experiências integradas maiores, como um museu ou um aeroporto. [UXNet.org]",é uma definição sucinta e com um exemplo para explicar melhor o que foi definido,talvez existam necessidades confusas que precisam ser pesquisadas melhor para se chegar na melhor solução,,"é uma definição que na minha concepção é real, mas está descrita de forma complexa. Há maneiras de deixá-la mais simples e facilitar o entendimento",,,Feminino,Entre 18 e 24 anos,Araranguá,Sul ,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos"", para me realizar profissionalmente",6.0
19,19,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Não entendi a frase.,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Indiferente,Concordo totalmente,Concordo totalmente,Indiferente,Discordo parcialmente,Indiferente,Concordo totalmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","A escolhida menciona todos os aspectos que eu enxergo como existentes na minha definição de UX, enquanto as outras simplificam bastantes ou não mencionam algumas variáveis (como ambiente). Gostei dessa (D2) e da D1, mas acabei escolhendo essa pois exemplifica as variáveis existentes na UX.",Gostei da afirmação final.,,,,,Masculino,Entre 18 e 24 anos,Fortaleza,Nordeste,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"""... para criar produtos melhores"", ""... para aumentar a venda de produtos"", ""... para deixar os usuários satisfeitos""",6.0
20,20,"Confirmo que li, concordo com os termos e aceito participar.",Interessado em pelo menos um dos temas,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo parcialmente,Concordo parcialmente,Indiferente,Discordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","Para mim foi a definição que mais engloba coisas relacionadas a UX na minha visão. É uma visão completa e mais qualitativa, que ao mesmo tempo que explica, vai ""dando dicas"" para melhorar a UX de algo.",,Achei a definição muito rígida em seus parâmetros e dá a entender que a UX é algo que depende muito mais de fatores externos do que do design.,,,Achei a definição muito simples e sem detalhamento,Masculino,Entre 18 e 24 anos,Fortaleza,Nordeste,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",5.0
21,21,"Confirmo que li, concordo com os termos e aceito participar.",Regularmente interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Indiferente,Indiferente,Indiferente,Indiferente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Indiferente,Indiferente,Concordo parcialmente,Indiferente,Concordo parcialmente,Indiferente,Indiferente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,"D5: Experiência do Usuário é a qualidade da experiência que uma pessoa tem quando interage com um design específico. Isso pode mudar de um artefato específico como um copo de brinquedo ou um website até experiências integradas maiores, como um museu ou um aeroporto. [UXNet.org]","Por causa que a definição tem a ver mais com a experiência com um design ou objeto, como ele interage.",,,,,,Masculino,Entre 18 e 24 anos,Rio Grande,Sul ,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Não.,"""... por motivos acadêmicos""",4.0
22,22,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","""contemplar as necessidades dos usuários sem confusão ou incômodos."" esse ponto foi o que mais me fez concordar com esse item. 
A experiência do usuário, para mim, é além de um conceito ou até métrica para medir a UX de um produto, mas é meio de proporcionar algo bom, proveitoso e satisfatório. ",,"""consequência do estado interno dos usuários"" - isso me fez parecer que era algo muito mais interno do que externo, mas acredito que UX tem muito de como conduzimos os sentimentos dos usuários em uma experiência desenhara por mim. E só ai entra a margem do estado interno. Ou seja, a questão não estÁ nos pontos apresentados, mas na forma que foram postos como se fosse uma sequência de acontecimentos.",,,,Feminino,Entre 18 e 24 anos,Fortaleza,Nordeste,Estudante,Estudante,Academia,Comunicação,Outros ,"Sim, como contratado.","""... para criar produtos melhores""",7.0
23,23,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Escolhi a segunda definição por elencar e distinguir bem as três grandes variáveis de um processo interativo, que são: particularidades do usuário, características do artefato e contexto de uso. Por conta disso, enxergo tal definição como a mais completa dentre as que foram apresentadas.","A definição acima, apesar de ainda assim concordar com a tal, me causa desconforto no sentido de ainda discorrer sobre a Experiência do Usuário de forma muito mítica e turva. Embora toda a temática possuam tais caraterísticas, sobretudo dentre a própria comunidade profissional, não é como se a citação esclarecesse algo.",,,,,Masculino,Entre 18 e 24 anos,Fortaleza - CE,Nordeste,Estudante,Estudante,Academia,Design,Design,"Sim, como estagiário.","""... para criar produtos melhores""",5.0
24,24,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Não entendi a frase.,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Discordo parcialmente,Não entendi a frase.,Concordo parcialmente,Discordo parcialmente,Discordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Indiferente,Concordo parcialmente,Concordo parcialmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]",Pois ela é mais abrangente,,,,,,Feminino,Entre 18 e 24 anos,Fortaleza,Nordeste,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, como estagiário.","""... para criar produtos melhores"", ""... para aumentar a venda de produtos"", ""... para deixar os usuários satisfeitos""",7.0
25,25,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Não entendi a frase.,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","Concordo e reforço que a UX já existe antes mesmo de a pessoa experimentar um serviço ou produto. Ações de uma empresa, tipo de marketing, tudo interfere no momento vital de por a empresa a prova.",,Acredito que essa explicação complementa a primeira.,"Acho que está mais para UI do que UX, mas entendo o que tentaram dizer.",,,Masculino,Entre 18 e 24 anos,Betim,Sudeste,Estudante,Estudante,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, como estagiário.","para poder melhorar a vida das pessoas em um sentido geral, seja nos processos internos da empresa, venda de um produto ou poder aplicar em todas as coisas. Como pretendo ser professor, posso estudar e aplicar nas aulas, observando a melhor maneira de ensinar. Acredito fortemente no laço de UX com a psicologia.",7.0
